train_loss,train_mse,train_cos,train_perceptual,val_loss,val_mse,val_cos,val_perceptual,epoch
7.291791915893555,1.079528570175171,0.9793501496315002,3.6593799591064453,7.263047695159912,1.0784741640090942,0.9666790962219238,3.6488776206970215,0
7.073458194732666,1.0656638145446777,0.8711681365966797,3.5920464992523193,6.970695972442627,1.0579736232757568,0.848196268081665,3.5416266918182373,1
6.213459014892578,1.0125113725662231,0.7451468706130981,3.1159443855285645,6.175394058227539,1.0327924489974976,0.7593254446983337,3.06522798538208,2
5.144783973693848,0.9777750968933105,0.6422686576843262,2.464853286743164,5.446792125701904,1.0244566202163696,0.7000203728675842,2.603018045425415,3
4.5675249099731445,0.9519338011741638,0.6091967225074768,2.1023738384246826,4.787204265594482,1.0139178037643433,0.6537011861801147,2.181527853012085,4
4.298346519470215,1.0471312999725342,0.6247863173484802,1.8366634845733643,4.388454914093018,1.0096399784088135,0.6227301955223083,1.9273320436477661,5
3.9591479301452637,0.9681665897369385,0.5723312497138977,1.69136381149292,3.9981436729431152,0.9995043873786926,0.5969663262367249,1.6794917583465576,6
3.7505569458007812,0.9322451949119568,0.5570589900016785,1.5812957286834717,3.5348167419433594,0.9754886031150818,0.5648767352104187,1.3947213888168335,7
2.599935293197632,0.8091130256652832,0.44899997115135193,0.9383372664451599,3.0999374389648438,0.9371421933174133,0.5317330956459045,1.140602707862854,8
3.3991661071777344,0.9166666865348816,0.5185403227806091,1.3733980655670166,2.9856271743774414,0.9303021430969238,0.5198432803153992,1.073763370513916,9
2.7172141075134277,0.8637862801551819,0.4702538251876831,0.9672544598579407,2.561338186264038,0.8948954939842224,0.4907744526863098,0.8221455812454224,10
2.2906694412231445,0.7891407012939453,0.4349769651889801,0.7458404302597046,2.366114616394043,0.8688886165618896,0.4726789593696594,0.71646648645401,11
2.3761682510375977,0.7743574976921082,0.4164118468761444,0.8289504051208496,2.1803841590881348,0.8380175828933716,0.4532402753829956,0.6217667460441589,12
2.020930290222168,0.8451587557792664,0.4471392333507538,0.5095331072807312,2.2006120681762695,0.8375145792961121,0.45079416036605835,0.6379743814468384,13
1.768371343612671,0.6983736753463745,0.368513822555542,0.49054819345474243,1.8768492937088013,0.796083927154541,0.4262235462665558,0.4577215909957886,14
1.6307471990585327,0.71077561378479,0.3745878040790558,0.38138729333877563,1.735056757926941,0.7657553553581238,0.40755847096443176,0.39282718300819397,15
2.5898475646972656,0.8133910298347473,0.45162051916122437,0.9264588356018066,1.664587140083313,0.7491039037704468,0.3989115059375763,0.36123907566070557,16
1.3914954662322998,0.6261884570121765,0.32600197196006775,0.307206392288208,1.5267752408981323,0.7195033431053162,0.3816373944282532,0.29764655232429504,17
1.248056411743164,0.614832878112793,0.3207690119743347,0.21849963068962097,1.5064364671707153,0.7040709853172302,0.37359845638275146,0.29983705282211304,18
1.3008155822753906,0.6172124147415161,0.32362180948257446,0.2517351806163788,1.3564647436141968,0.6778634786605835,0.3580615222454071,0.22415360808372498,19
1.0565948486328125,0.5358470678329468,0.27771085500717163,0.16995589435100555,1.3060901165008545,0.6600733399391174,0.34836506843566895,0.2081480473279953,20
1.3175344467163086,0.5957653522491455,0.31994137167930603,0.2809984087944031,1.2444894313812256,0.6413760185241699,0.3384387493133545,0.18508721888065338,21
0.9673571586608887,0.4919396638870239,0.2542059123516083,0.15469340980052948,1.1890453100204468,0.6226535439491272,0.3278178572654724,0.1668349653482437,22
1.0803413391113281,0.521795928478241,0.27462223172187805,0.1985476315021515,1.1451789140701294,0.6078686714172363,0.32026705145835876,0.151778444647789,23
0.879978358745575,0.49083656072616577,0.25305721163749695,0.09516407549381256,1.0900583267211914,0.5908812284469604,0.310199111700058,0.13215245306491852,24
0.8493045568466187,0.4581896662712097,0.23510988056659698,0.10909440368413925,1.0598396062850952,0.5752137899398804,0.30200818181037903,0.1277046948671341,25
0.7497000694274902,0.4132882058620453,0.21017169952392578,0.0882798358798027,1.020973563194275,0.5615519881248474,0.29431748390197754,0.11545749008655548,26
0.8483139276504517,0.44224846363067627,0.2284213751554489,0.1242266446352005,0.9760803580284119,0.5472893714904785,0.2855209708213806,0.10018885880708694,27
0.7407972812652588,0.42106252908706665,0.21334269642829895,0.07440003752708435,0.9743058085441589,0.5424312949180603,0.28448420763015747,0.10307008028030396,28
0.8303103446960449,0.4486633837223053,0.23278985917568207,0.10409589856863022,0.9393050670623779,0.5311163067817688,0.2765774726867676,0.0920359194278717,29
0.8030893206596375,0.4199470579624176,0.2129383087158203,0.11902377009391785,0.9296855926513672,0.5246373414993286,0.2733817398548126,0.0920744314789772,30
0.6632914543151855,0.38099995255470276,0.1887449026107788,0.06541723012924194,0.8736501336097717,0.506159782409668,0.2621549367904663,0.07366108149290085,31
0.6366448998451233,0.3616671860218048,0.17872028052806854,0.06731288880109787,0.8445809483528137,0.4934828281402588,0.2543264329433441,0.06767246872186661,32
1.1787947416305542,0.5224934816360474,0.287927508354187,0.25760406255722046,0.8231424689292908,0.48376235365867615,0.24890543520450592,0.06326893717050552,33
0.621522843837738,0.348056435585022,0.17313838005065918,0.07015947997570038,0.8016889095306396,0.47537705302238464,0.24358969926834106,0.05784769356250763,34
0.6120791435241699,0.37288373708724976,0.1878426969051361,0.03591099753975868,0.7863144874572754,0.4670601785182953,0.23884764313697815,0.05622847005724907,35
1.224045753479004,0.4202249050140381,0.21946775913238525,0.40863847732543945,0.9490586519241333,0.4935978055000305,0.2557905614376068,0.1396295726299286,36
0.6636554002761841,0.38909992575645447,0.1918441504240036,0.05784010887145996,0.8297550082206726,0.4726439416408539,0.24281488358974457,0.07992742955684662,37
0.6043447852134705,0.3471604287624359,0.17213349044322968,0.05947613716125488,0.7905744314193726,0.4599073827266693,0.2347792685031891,0.06705441325902939,38
0.5957701802253723,0.34256261587142944,0.16500011086463928,0.06168350577354431,0.7434393167495728,0.44626352190971375,0.22685904800891876,0.049172524362802505,39
0.4687446355819702,0.28047072887420654,0.1323447823524475,0.03911127895116806,0.7217097282409668,0.4373459815979004,0.22077196836471558,0.04446979984641075,40
0.45591557025909424,0.2721806466579437,0.12803170084953308,0.03895329684019089,0.7270131707191467,0.4389285147190094,0.22136588394641876,0.04665646702051163,41
0.4504971206188202,0.2750377357006073,0.1349923461675644,0.028298646211624146,0.7034241557121277,0.4276733994483948,0.21469515562057495,0.042696237564086914,42
0.4838621914386749,0.2922198474407196,0.14093056321144104,0.03546278178691864,0.7599971294403076,0.4266599714756012,0.2135046124458313,0.08379893004894257,43
0.4868738055229187,0.29588502645492554,0.1391567885875702,0.03624614328145981,0.6683798432350159,0.4136052131652832,0.20580947399139404,0.034241367131471634,44
0.446672260761261,0.27269303798675537,0.1287081092596054,0.031658101826906204,0.6640859842300415,0.4111388921737671,0.20434093475341797,0.033990323543548584,45
0.4258071482181549,0.2620812654495239,0.12289134413003922,0.028555626049637794,0.6559727787971497,0.40643882751464844,0.20195907354354858,0.03326911851763725,46
0.43889445066452026,0.26640528440475464,0.12501947581768036,0.03319557383656502,0.6710987091064453,0.41101157665252686,0.20529966056346893,0.0383128859102726,47
0.42530545592308044,0.26636576652526855,0.12610039114952087,0.022964544594287872,0.6424945592880249,0.40117180347442627,0.1982126533985138,0.030146928504109383,48
0.44920703768730164,0.28008225560188293,0.13240055739879608,0.02568129077553749,0.6292377710342407,0.3949194550514221,0.19432033598423004,0.027970634400844574,49
