train_g2p_perceptual,train_g2p_dtw,train_loss,train_phoneme_acc,val_g2p_perceptual,val_g2p_dtw,val_loss,val_phoneme_acc,epoch
1.3727880716323853,243.36444091796875,244.05084228515625,1.0,1.5584484338760376,212.99693298339844,213.77615356445312,1.0,0
1.0108369588851929,82.20877075195312,82.71418762207031,1.0,1.085151195526123,72.98348236083984,73.52605438232422,1.0,1
0.8017948865890503,5.9833173751831055,6.384214878082275,1.0,0.751806378364563,5.032251834869385,5.4081549644470215,1.0,2
0.7212849259376526,1.0130470991134644,1.3736895322799683,1.0,0.7388001084327698,1.750052809715271,2.119452714920044,1.0,3
0.7717678546905518,2.382229804992676,2.768113613128662,1.0,0.7454618811607361,0.847007691860199,1.2197386026382446,1.0,4
0.7347664833068848,0.5358610153198242,0.9032442569732666,1.0,0.7419918179512024,0.6313933730125427,1.0023893117904663,1.0,5
0.7417680621147156,0.08419987559318542,0.4550839066505432,1.0,0.752794086933136,0.7163868546485901,1.0927839279174805,1.0,6
0.737006664276123,0.09470482170581818,0.4632081389427185,1.0,0.7428184151649475,0.4109598696231842,0.7823691368103027,1.0,7
0.7617965340614319,1.1377952098846436,1.518693447113037,1.0,0.7461237907409668,0.32131075859069824,0.6943727135658264,1.0,8
0.7380339503288269,0.03906536102294922,0.40808233618736267,1.0,0.7422239184379578,0.20853181183338165,0.5796437859535217,1.0,9
0.7381788492202759,0.04778595641255379,0.4168753921985626,1.0,0.7419975399971008,0.1766769289970398,0.5476757287979126,1.0,10
0.7383903861045837,0.0234578475356102,0.39265304803848267,1.0,0.7424724102020264,0.10583465546369553,0.4770708978176117,1.0,11
0.7423131465911865,0.028065742924809456,0.39922231435775757,1.0,0.7447814345359802,0.13847513496875763,0.5108658075332642,1.0,12
0.7392703294754028,0.016244247555732727,0.38587939739227295,1.0,0.7419911623001099,0.09885478019714355,0.4698503613471985,1.0,13
0.7390848398208618,0.03343306854367256,0.40297549962997437,1.0,0.7430015802383423,0.16876472532749176,0.5402655601501465,1.0,14
0.7450456619262695,0.20914357900619507,0.5816664099693298,1.0,0.7425418496131897,0.0881839245557785,0.45945486426353455,1.0,15
0.7378523945808411,0.03535439819097519,0.4042806029319763,1.0,0.739445686340332,0.10068949311971664,0.47041237354278564,1.0,16
0.7387287616729736,0.019189933314919472,0.38855430483818054,1.0,0.7409226298332214,0.09155105799436569,0.4620124101638794,1.0,17
0.73964524269104,0.013487565331161022,0.3833101987838745,1.0,0.7390069365501404,0.02313552424311638,0.39263904094696045,1.0,18
0.7385807037353516,0.08968444913625717,0.45897480845451355,1.0,0.7372182607650757,0.024307072162628174,0.39291617274284363,1.0,19
0.7417882084846497,0.011442674323916435,0.3823367655277252,1.0,0.7422151565551758,0.04823542758822441,0.4193430542945862,1.0,20
0.7391480207443237,0.010405274108052254,0.37997928261756897,1.0,0.7398695349693298,0.056992657482624054,0.4269274175167084,1.0,21
0.7391985654830933,0.013437330722808838,0.38303661346435547,1.0,0.7395684719085693,0.024487758055329323,0.39427199959754944,1.0,22
0.7408026456832886,0.008552166633307934,0.3789534866809845,1.0,0.7395541071891785,0.01526424940675497,0.3850412964820862,1.0,23
0.7351748943328857,0.026029594242572784,0.39361703395843506,1.0,0.7384183406829834,0.044966377317905426,0.41417551040649414,1.0,24
0.7420806288719177,0.009545216336846352,0.38058552145957947,1.0,0.74125075340271,0.021952668204903603,0.3925780951976776,1.0,25
0.7391248941421509,0.009901752695441246,0.37946420907974243,1.0,0.7382739782333374,0.01635168492794037,0.38548868894577026,1.0,26
0.7394719123840332,0.008443010970950127,0.3781789541244507,1.0,0.7390320301055908,0.026707258075475693,0.3962232172489166,1.0,27
0.741237998008728,0.01026061363518238,0.38087961077690125,1.0,0.7408735156059265,0.03239112347364426,0.4028279185295105,1.0,28
0.7388414144515991,0.013022396713495255,0.3824431002140045,1.0,0.7380260825157166,0.017018746584653854,0.3860318064689636,1.0,29
0.738442599773407,0.0112058836966753,0.38042718172073364,1.0,0.7380872368812561,0.026871047914028168,0.39591464400291443,1.0,30
0.7411110401153564,0.005322322249412537,0.37587785720825195,1.0,0.7409427165985107,0.026635948568582535,0.3971072733402252,1.0,31
0.740001916885376,0.011333877220749855,0.3813348412513733,1.0,0.7386589646339417,0.0329720675945282,0.402301549911499,1.0,32
0.7409075498580933,0.007271356415003538,0.37772512435913086,1.0,0.7400097846984863,0.01740371063351631,0.387408584356308,1.0,33
